 ,Name,ID,DG,DrugOrNonDrug,logP,formula,exactmass,NumberofCarbons,wienerindex,MSA,PSA,apolarsurfacearea,donorCount,acceptorCount,rotatablebondCount,atomCount,hydrogenCount,NHA,molecularpolarizability,aliphaticringCount,aromaticringCount,aromaticatomCount,balabanindex,hararyindex,bondCount,hyperwienerindex,plattindex,randicindex,ringCount,szegedindex,wienerpolarity,DG_NHA,DG_MW,DG_PSA,DG_MSA,DG_apolarSA,DG_Wiener,DG_P,DG_NoC
97,Estrone,DR097,-12.99,1,3.63,C18H22O2,270.16,18,724,360.64,37.3,323.34,1,2,0,42,22,20,30.93,3,1,6,1.36,71.7,45,2154,176,18.33,4,1536,39,-0.65,-0.05,-0.35,-0.04,-0.04,-0.02,0,-0.72
98,EthacrynicAcid,DR098,-6.74,1,3.3,C13H12Cl2O4,302.01,13,744,339.2,63.6,275.6,1,6,6,31,12,19,28.76,0,1,6,2.42,59.22,31,2511,100,13.82,1,1012,29,-0.35,-0.02,-0.11,-0.02,-0.02,-0.01,0,-0.52
99,Ethanol,DR099,-6.62,1,-0.08,C2H6O,46.04,2,4,88.05,20.23,67.82,1,1,0,9,6,3,5.04,0,0,0,1.63,2.5,8,5,26,3.81,0,4,0,-2.21,-0.14,-0.33,-0.08,-0.1,-1.66,-7.96,-3.31
100,Ethinylestradiol,DR100,-13.01,1,4.25,C20H24O2,296.18,20,941,394.99,40.46,354.53,2,2,1,46,24,22,33.93,3,1,6,1.58,82.7,49,2981,188,20.3,4,1925,46,-0.59,-0.04,-0.32,-0.03,-0.04,-0.01,0,-0.65
101,Ethoxzolamide,DR101,-12.69,1,0.9,C9H10N2O3S2,258.01,9,442,285.83,89.41,196.42,1,6,3,26,10,16,25.57,1,1,6,1.69,47.66,27,1292,90,11.61,2,645,22,-0.79,-0.05,-0.14,-0.04,-0.06,-0.03,-1.6,-1.41
102,Etoposide,DR102,-7.17,1,1.04,C29H32O13,588.18,29,5464,684.21,160.83,523.38,3,13,5,74,32,42,56.06,5,2,12,1.19,209.85,80,24949,294,32.92,7,9870,83,-0.17,-0.01,-0.04,-0.01,-0.01,0,-0.65,-0.25
103,Felodipine,DR103,-5.56,1,3.62,C18H19Cl2NO4,383.07,18,1300,447.12,52.6,394.52,1,7,6,44,19,25,38.35,1,1,6,2.21,95.91,45,4047,154,19.34,2,1930,45,-0.22,-0.01,-0.11,-0.01,-0.01,0,0,-0.31
104,Fenofibrate,DR104,-7.23,1,5.33,C20H21ClO4,360.11,20,1716,469.56,52.6,416.96,0,5,7,46,21,25,38.46,0,2,12,1.63,87.55,47,7600,160,20.33,2,2436,37,-0.29,-0.02,-0.14,-0.02,-0.02,0,-0.0000338,-0.36
105,Fentanyl,DR105,-12.75,1,3.93,C22H28N2O,336.22,22,1680,480.4,33.9,446.5,0,3,6,53,28,25,40.4,1,2,12,1.29,88.2,55,7214,198,23.25,3,2538,36,-0.51,-0.04,-0.38,-0.03,-0.03,-0.01,0,-0.58
106,Fexofenadine,DR106,-6.13,1,5.64,C32H39NO4,501.29,32,5214,697.62,91.35,606.27,3,5,10,76,39,37,58.05,1,3,18,1.2,155.06,79,31140,282,33.71,4,7602,64,-0.17,-0.01,-0.07,-0.01,-0.01,0,-0.000014,-0.19
107,Flecainide,DR107,-7.29,1,4.62,C17H20F6N2O3,414.14,17,2232,480.75,35.53,445.22,2,11,9,48,20,28,33.11,1,1,6,1.78,102.57,49,9610,178,20.77,2,2970,36,-0.26,-0.02,-0.21,-0.02,-0.02,0,0,-0.43
108,Fluconazole,DR108,-13.44,1,-1.95,C13H12F2N6O,306.1,13,1000,358.03,81.65,276.38,1,7,5,34,12,22,27.14,2,1,6,1.71,77.46,36,3189,118,15.56,3,1307,30,-0.61,-0.04,-0.16,-0.04,-0.05,-0.01,-1198,-1.03
109,Fluorouracil,DR109,-6.28,1,-0.81,C4H3FN2O2,130.02,4,84,145.1,64.07,81.03,2,4,0,12,3,9,9.82,1,0,0,2.09,19.53,12,160,36,5.46,1,144,10,-0.7,-0.05,-0.1,-0.04,-0.08,-0.07,-40.53,-1.57
110,Fluoxetine,DR110,-12.34,1,4.65,C17H18F3NO,309.13,17,1148,400,9.23,390.77,1,5,7,40,18,22,30.41,0,2,12,1.66,72.94,41,4312,140,17.69,2,1634,30,-0.56,-0.04,-1.34,-0.03,-0.03,-0.01,0,-0.73
111,Fluoxymesterone,DR111,-10.04,1,1.96,C20H29FO3,336.21,20,1083,443.91,57.53,386.38,2,4,0,53,29,24,35.56,4,0,0,1.63,97.91,56,3226,226,22.81,4,2204,58,-0.42,-0.03,-0.17,-0.02,-0.03,-0.01,-0.11,-0.5
112,Fluphenazine,DR112,-7.91,1,3.12,C22H26F3N3OS,437.17,22,2618,539.87,86.3,453.57,1,8,7,56,26,30,43.85,2,2,12,1.22,118.6,59,11825,214,24.64,4,4387,49,-0.26,-0.02,-0.09,-0.01,-0.02,0,-0.01,-0.36
113,Flurazepam,DR113,-10.71,1,3.78,C21H23ClFN3O,387.15,21,1747,490.9,46.26,444.64,0,6,6,50,23,27,41.04,1,2,12,1.71,105.13,52,6417,182,22.06,3,2632,48,-0.4,-0.03,-0.23,-0.02,-0.02,-0.01,0,-0.51
114,Flurbiprofen,DR114,-6.84,1,3.76,C15H13FO2,244.09,15,626,311.98,37.3,274.68,1,3,3,31,13,18,27.19,0,2,12,1.77,55.99,32,2003,104,14.05,2,1002,27,-0.38,-0.03,-0.18,-0.02,-0.02,-0.01,0,-0.46
115,Fulvestrant,DR115,-12.59,1,8.93,C32H47F5O3S,606.32,32,7474,791.81,76.74,715.07,2,8,15,88,47,41,59.41,3,1,6,1.02,174.82,91,52053,358,37.64,4,9987,70,-0.31,-0.02,-0.16,-0.02,-0.02,0,-1.48E-08,-0.39
116,Gabapentin,DR116,-2.41,1,1.39,C9H17NO2,171.13,9,193,252.16,37.3,214.86,2,3,3,29,17,12,18.93,1,0,0,2.48,30.18,29,442,110,12.42,1,274,15,-0.2,-0.01,-0.06,-0.01,-0.01,-0.01,-0.1,-0.27
117,Gatifloxacin,DR117,-5.3,1,0.77,C19H22FN3O4,375.16,19,1627,452.62,80.43,372.19,2,8,4,49,22,27,37.16,2,2,10,1.63,109.35,52,5551,190,21.62,4,2883,51,-0.2,-0.01,-0.07,-0.01,-0.01,0,-0.9,-0.28
118,Gemcitabine,DR118,-6.35,1,-0.77,C9H11F2N3O4,263.07,9,560,291.42,84.58,206.84,3,8,2,29,11,18,20.69,2,0,0,2.02,58.59,30,1571,104,12.99,2,796,31,-0.35,-0.02,-0.08,-0.02,-0.03,-0.01,-37.41,-0.71
119,Gemfibrozil,DR119,-7.21,1,3.35,C15H22O3,250.16,15,705,378.44,46.53,331.91,1,3,6,40,22,18,28.26,0,1,6,2.21,52.77,40,2523,142,17.3,1,873,24,-0.4,-0.03,-0.15,-0.02,-0.02,-0.01,0,-0.48
120,Glyburide,DR120,-7.77,1,4.68,C23H28ClN3O5S,493.14,23,3998,603.68,85.89,517.79,3,9,7,61,28,33,50.47,1,2,12,1.22,127.07,63,23152,224,26.79,3,5456,49,-0.24,-0.02,-0.09,-0.01,-0.02,0,0,-0.34
121,Granisetron,DR121,-12.99,1,1.75,C18H24N4O,312.2,18,1195,416.93,48.48,368.45,1,4,2,47,24,23,36.34,3,1,6,1.32,83.26,50,4319,188,20.56,4,1982,39,-0.56,-0.04,-0.27,-0.03,-0.04,-0.01,-0.23,-0.72
122,Grepafloxacin,DR122,-6.17,1,1.09,C19H22FN3O3,359.16,19,1499,436.04,71.2,364.84,2,7,3,48,22,26,36.35,2,2,10,1.36,102.91,51,5136,188,21.14,4,2693,49,-0.24,-0.02,-0.09,-0.01,-0.02,0,-0.5,-0.32
123,Guanabenz,DR123,-11.46,1,3.56,C8H8Cl2N4,230.01,8,331,246.42,24.72,221.7,2,6,2,22,8,14,21.96,0,1,6,2.26,36.75,22,948,64,10.09,1,444,17,-0.82,-0.05,-0.46,-0.05,-0.05,-0.03,0,-1.43
124,Guanethidine,DR124,-5.7,1,1.15,C10H22N4,198.18,10,352,303.1,25.95,277.15,2,4,3,36,22,14,22.94,1,0,0,2.08,35.73,36,1078,134,15.35,1,512,16,-0.41,-0.03,-0.22,-0.02,-0.02,-0.02,-0.4,-0.57
125,Haloperidol,DR125,-12.78,1,3.98,C21H23ClFNO2,375.14,21,2035,475.96,50.89,425.07,1,5,6,49,23,26,39.78,1,2,12,1.32,91.64,51,9946,182,21.69,3,3058,39,-0.49,-0.03,-0.25,-0.03,-0.03,-0.01,0,-0.61
126,Hydrocortisone,DR126,-11.63,1,0.52,C21H30O5,362.21,21,1425,467.79,94.83,372.96,3,5,2,56,30,26,38.55,4,0,0,1.45,107.41,59,4757,234,24.27,4,2759,59,-0.45,-0.03,-0.12,-0.02,-0.03,-0.01,-3.51,-0.55
127,Hydromorphone,DR127,-5.46,1,0.87,C17H19NO3,285.14,17,712,349.76,60.12,289.64,1,4,0,40,19,21,30.57,4,1,6,1.59,82.19,44,1815,172,17.63,5,1790,49,-0.26,-0.02,-0.09,-0.02,-0.02,-0.01,-0.74,-0.32
128,Ibuprofen,DR128,-4.75,1,3.64,C13H18O2,206.13,13,404,307.51,37.3,270.21,1,2,4,33,18,15,23.92,0,1,6,2.14,40.95,33,1240,116,14.37,1,572,19,-0.32,-0.02,-0.13,-0.02,-0.02,-0.01,0,-0.37
129,Iloprost,DR129,-8.96,1,3.19,C22H32O4,360.23,22,2018,484.47,77.76,406.71,3,4,9,58,32,26,40.28,2,0,0,1.72,89.61,59,9623,220,25.15,2,2352,34,-0.34,-0.02,-0.12,-0.02,-0.02,0,-0.01,-0.41
130,Imatinib,DR130,-6.47,1,2.88,C29H31N7O,493.26,29,5324,650.27,82.92,567.35,2,8,7,68,31,37,57.59,3,2,12,0.9,152.51,72,32339,246,30.5,5,8302,56,-0.17,-0.01,-0.08,-0.01,-0.01,0,-0.01,-0.22
131,Imipramine,DR131,-12.12,1,2.99,C19H24N2,280.19,19,882,411.57,27.18,384.39,0,2,4,45,24,21,34.72,1,2,12,1.48,72.71,47,2780,168,19.77,3,1385,35,-0.58,-0.04,-0.45,-0.03,-0.03,-0.01,-0.01,-0.64
132,Indinavir,DR132,-13.53,1,2.91,C36H47N5O4,613.36,36,7788,830.56,114.67,715.89,4,9,12,92,47,45,69.04,3,2,12,1.2,208.96,96,43374,348,40.54,5,10287,68,-0.3,-0.02,-0.12,-0.02,-0.02,0,-0.02,-0.38
133,Indomethacin,DR133,-5.35,1,3.62,C19H16ClNO4,357.08,19,1424,430.64,68.53,362.11,1,5,4,41,16,25,37.98,0,3,15,1.56,94.14,43,5036,142,18.52,3,2137,42,-0.21,-0.01,-0.08,-0.01,-0.01,0,0,-0.28
134,Irbesartan,DR134,-4.77,1,3.77,C25H28N6O,428.23,25,3125,562.48,87.13,475.35,1,6,7,60,28,32,49.3,2,3,17,1.17,131.12,64,14751,230,26.67,5,4516,51,-0.15,-0.01,-0.05,-0.01,-0.01,0,0,-0.19
135,Isoniazid,DR135,-5.4,1,-0.82,C6H7N3O,137.06,6,121,173.45,41.99,131.46,2,4,1,17,7,10,14.22,1,0,0,2.24,22.38,17,263,50,7.77,1,184,11,-0.54,-0.04,-0.13,-0.03,-0.04,-0.04,-35.68,-0.9
136,Isoproterenol,DR136,-10.12,1,1.43,C11H17NO3,211.12,11,400,299.02,60.69,238.33,4,4,4,32,17,15,22.95,0,1,6,2.15,40.95,32,1200,108,14.22,1,544,19,-0.67,-0.05,-0.17,-0.03,-0.04,-0.03,-0.38,-0.92
137,Itraconazole,DR137,-8.61,1,1.52,C35H38Cl2N8O4,704.24,35,12096,866.67,125.4,741.27,0,11,11,87,38,49,72.13,4,3,18,0.7,227.52,93,94912,330,38.79,7,18445,81,-0.18,-0.01,-0.07,-0.01,-0.01,0,-0.26,-0.25
138,Ketamine,DR138,-9.82,1,2.88,C13H16ClNO,237.09,13,388,311.59,17.07,294.52,1,3,2,32,16,16,26.15,1,1,6,1.92,49.49,33,952,120,13.98,2,640,28,-0.61,-0.04,-0.58,-0.03,-0.03,-0.03,-0.01,-0.76
139,Ketoconazole,DR139,-10.91,1,1.8,C26H28Cl2N4O4,530.15,26,4692,643.15,89.76,553.39,0,9,7,64,28,36,53.74,3,2,12,0.98,150.63,68,26511,242,28.44,5,6879,56,-0.3,-0.02,-0.12,-0.02,-0.02,0,-0.17,-0.42
140,Ketoprofen,DR140,-6.41,1,3.22,C16H14O3,254.09,16,724,327.29,54.37,272.92,1,3,4,33,14,19,28.34,0,2,12,1.7,60.35,34,2349,110,14.96,2,1092,28,-0.34,-0.03,-0.12,-0.02,-0.02,-0.01,0,-0.4
141,Lamivudine,DR141,-4.5,1,-0.79,C8H11N3O3S,229.05,8,369,263.53,89.65,173.88,2,6,2,26,11,15,21.49,2,0,0,1.76,43.03,27,1026,92,11.63,2,548,20,-0.3,-0.02,-0.05,-0.02,-0.03,-0.01,-27.77,-0.56
142,Lamotrigine,DR142,-5.67,1,3.15,C9H7Cl2N5,255.01,9,417,272.23,38.67,233.56,2,7,1,23,7,16,25.02,1,1,6,1.76,48.33,24,1122,72,10.66,2,710,25,-0.35,-0.02,-0.15,-0.02,-0.02,-0.01,0,-0.63
143,Lansoprazole,DR143,-12.87,1,1.49,C16H14F3N3O2S,369.08,16,1631,422.14,87.08,335.06,1,7,6,39,14,25,34.32,2,1,6,1.33,89.64,41,6763,138,17.46,3,2248,36,-0.51,-0.03,-0.15,-0.03,-0.04,-0.01,-0.42,-0.8
144,Latanoprost,DR144,-7.75,1,4.4,C26H40O5,432.29,26,3531,614.83,86.99,527.84,3,5,14,71,40,31,48.87,1,1,6,1.51,111.18,72,20290,266,30.8,2,3865,39,-0.25,-0.02,-0.09,-0.01,-0.01,0,0,-0.3
145,Levallorphan,DR145,-12.3,1,3.91,C19H25NO,283.19,19,794,384.3,33.82,350.48,1,2,2,46,25,21,33.87,3,1,6,1.38,77.55,49,2282,188,20.14,4,1866,42,-0.59,-0.04,-0.36,-0.03,-0.04,-0.02,0,-0.65
146,Levetiracetam,DR146,-3.27,1,-0.63,C8H14N2O2,170.11,8,190,235.5,47.73,187.77,1,4,3,26,14,12,17.45,1,0,0,2.52,30.3,26,425,96,11.13,1,209,15,-0.27,-0.02,-0.07,-0.01,-0.02,-0.02,-13.95,-0.41
147,Levocabastine,DR147,-9.96,1,5.03,C26H29FN2O2,420.22,26,2806,552.92,74.68,478.24,1,5,5,60,29,31,46.19,2,2,12,1.2,127.18,63,12918,232,26.51,4,4762,59,-0.32,-0.02,-0.13,-0.02,-0.02,0,-0.0000929,-0.38
148,Levodopa,DR148,-6.93,1,-1.76,C9H11NO4,197.07,9,321,244.14,77.76,166.38,4,5,3,25,11,14,19.44,0,1,6,2.33,37.31,25,893,78,11.43,1,451,18,-0.5,-0.04,-0.09,-0.03,-0.04,-0.02,-398.83,-0.77
149,Levorphanol,DR149,-12.68,1,3.29,C17H23NO,257.18,17,578,357.3,33.82,323.48,1,2,0,42,23,19,30.42,3,1,6,1.56,68.11,45,1484,176,18.29,4,1436,39,-0.67,-0.05,-0.37,-0.04,-0.04,-0.02,-0.01,-0.75
150,Lidocaine,DR150,-6.17,1,2.1,C14H22N2O,234.17,14,556,363.03,30.66,332.37,1,3,5,39,22,17,27.75,0,1,6,2.26,49.4,39,1742,138,16.79,1,702,23,-0.36,-0.03,-0.2,-0.02,-0.02,-0.01,-0.05,-0.44
151,Lindane,DR151,-4.09,1,3.83,C6H6Cl6,287.86,6,174,247.18,32.3,214.88,0,6,0,18,6,12,22.46,1,0,0,2.76,31.6,18,357,72,7.5,1,282,21,-0.34,-0.01,-0.13,-0.02,-0.02,-0.02,0,-0.68
152,Lisuride,DR152,-12.31,1,1.93,C20H26N4O,338.21,20,1442,452.73,60.04,392.69,2,4,3,51,26,25,39.96,2,2,9,1.31,95.4,54,5260,198,22.38,4,2587,45,-0.49,-0.04,-0.2,-0.03,-0.03,-0.01,-0.14,-0.62
153,Loperamide,DR153,-11.57,1,5.46,C29H33ClN2O2,476.22,29,3458,639.89,64.48,575.41,1,5,7,67,33,34,54.4,1,3,18,1.36,145.6,70,15775,248,29.73,4,5135,60,-0.34,-0.02,-0.18,-0.02,-0.02,0,-0.0000401,-0.4
154,Lorazepam,DR154,-13.64,1,3.47,C15H10Cl2N2O2,320.01,15,819,339.8,49.66,290.14,2,6,1,31,10,21,31.51,1,2,12,1.59,74.96,33,2365,106,14.3,3,1367,38,-0.65,-0.04,-0.27,-0.04,-0.05,-0.02,0,-0.91
155,Losartan,DR155,-11.76,1,2.35,C22H23ClN6O,422.16,22,2665,537.65,90.86,446.79,2,6,8,53,23,30,46.49,2,2,12,1.19,117.47,56,12270,190,23.86,4,3815,46,-0.39,-0.03,-0.13,-0.02,-0.03,0,-0.05,-0.53
156,Lovastatin,DR156,-10.5,1,4.54,C24H36O5,404.26,24,2246,540.51,72.83,467.68,1,5,7,65,36,29,44.68,3,0,0,1.52,113.79,67,9114,258,27.91,3,3450,47,-0.36,-0.03,-0.14,-0.02,-0.02,0,0,-0.44
157,Loxapine,DR157,-11.34,1,2.55,C18H18ClN3O,327.11,18,1075,402.53,48.77,353.76,0,4,0,41,18,23,35.69,2,2,12,1.49,85.83,44,3398,154,18.36,4,1959,41,-0.49,-0.03,-0.23,-0.03,-0.03,-0.01,-0.03,-0.63
158,Lysinopril,DR158,-13.05,1,1.24,C21H31N3O5,405.23,21,2362,540.51,105.26,435.25,4,8,12,60,31,29,43.22,1,1,6,1.99,108.76,61,9905,220,26.26,2,2649,40,-0.45,-0.03,-0.12,-0.02,-0.03,-0.01,-0.75,-0.62
159,Maprotiline,DR159,-6.82,1,5.06,C20H23N,277.18,20,810,394.42,12,382.42,1,1,4,44,23,21,34.66,2,2,12,1.36,76.68,47,2364,174,19.43,4,1782,40,-0.32,-0.02,-0.57,-0.02,-0.02,-0.01,-0.0000594,-0.34
160,Marimastat,DR160,-9.27,1,0.35,C15H29N3O5,331.21,15,1180,475.72,103.7,372.02,5,8,8,52,29,23,33.71,0,0,0,5.22,78.54,51,3997,184,22.33,0,1180,34,-0.4,-0.03,-0.09,-0.02,-0.02,-0.01,-4.14,-0.62
161,Mazindol,DR161,-12.74,1,2.73,C16H13ClN2O,284.07,16,702,334.61,46.18,288.43,1,4,1,33,13,20,30.36,2,2,12,1.42,71.9,36,1978,124,15.09,4,1190,37,-0.64,-0.04,-0.28,-0.04,-0.04,-0.02,-0.02,-0.8
162,Mecamylamine,DR162,-8.18,1,2.66,C11H21N,167.17,11,161,276.03,12,264.03,1,1,1,33,21,12,21.09,2,0,0,2.16,33.45,34,310,138,13.9,2,238,21,-0.68,-0.05,-0.68,-0.03,-0.03,-0.05,-0.02,-0.74
163,Medroxyprogesterone,DR163,-12.92,1,3.5,C22H32O3,344.24,22,1276,472.47,54.37,418.1,1,3,1,57,32,25,39.12,4,0,0,1.49,101.63,60,4135,242,24.4,4,2540,57,-0.52,-0.04,-0.24,-0.03,-0.03,-0.01,0,-0.59
164,Melatonin,DR164,-13.77,1,1.26,C13H16N2O2,232.12,13,561,321.89,42.09,279.8,2,3,4,33,16,17,26.69,0,2,9,1.79,50.37,34,1816,116,14.59,2,770,22,-0.81,-0.06,-0.33,-0.04,-0.05,-0.02,-0.76,-1.06
165,Memantine,DR165,-8.55,1,3.52,C12H21N,179.17,12,192,275.02,26,249.02,1,1,0,34,21,13,22.2,3,0,0,1.63,39.25,36,372,150,14.44,3,504,21,-0.66,-0.05,-0.33,-0.03,-0.03,-0.04,0,-0.71
166,Mesoridazine,DR166,-7.84,1,2.87,C21H26N2OS2,386.15,21,1604,498.73,88.76,409.97,0,4,4,52,26,26,44.39,2,2,12,1.26,99.62,55,5828,200,22.88,4,2900,44,-0.3,-0.02,-0.09,-0.02,-0.02,0,-0.01,-0.37
167,Methadone,DR167,-12.37,1,4.59,C21H27NO,309.21,21,1044,467.23,30.66,436.57,0,2,7,50,27,23,38.31,0,2,12,2.33,84.2,51,3102,180,21.87,2,1404,39,-0.54,-0.04,-0.4,-0.03,-0.03,-0.01,0,-0.59
168,Methazolamide,DR168,-11.12,1,-0.71,C5H8N4O3S2,236,5,304,248.9,112.85,136.05,1,8,1,22,8,14,21.17,1,0,0,2.51,38.21,22,797,72,9.67,1,347,17,-0.79,-0.05,-0.1,-0.04,-0.08,-0.04,-57.05,-2.22
169,Methotrexate,DR169,-15.64,1,-0.61,C20H22N8O5,454.17,20,3832,530.43,149.5,380.93,5,13,9,55,22,33,43.98,2,1,6,1.29,129.38,57,21228,186,24.9,3,5654,51,-0.47,-0.03,-0.1,-0.03,-0.04,0,-63.73,-0.78
170,Methoxamine,DR170,-7.12,1,0.83,C11H17NO3,211.12,11,358,303.93,38.69,265.24,2,4,4,32,17,15,23.06,0,1,6,2.44,42.38,32,931,108,14.05,1,508,22,-0.47,-0.03,-0.18,-0.02,-0.03,-0.02,-1.05,-0.65
171,Methylphenidate,DR171,-11.63,1,2.08,C14H19NO2,233.14,14,498,327.19,26.3,300.89,1,3,4,36,19,17,26.7,1,1,6,2,51.95,37,1371,134,15.71,2,750,24,-0.68,-0.05,-0.44,-0.04,-0.04,-0.02,-0.1,-0.83
172,Methysergide,DR172,-12.54,1,0.88,C21H27N3O2,353.21,21,1586,471.12,55.82,415.3,2,4,4,53,27,26,41.19,2,2,9,1.29,101.57,56,5865,206,23.28,4,2849,48,-0.48,-0.04,-0.22,-0.03,-0.03,-0.01,-1.65,-0.6
173,Metoclopramide,DR173,-9.44,1,2.18,C14H22ClN3O2,299.14,14,902,409.57,39.89,369.68,2,6,7,42,22,20,31.91,0,1,6,2.42,62.27,42,3275,146,18.21,1,1136,29,-0.47,-0.03,-0.24,-0.02,-0.03,-0.01,-0.06,-0.67
174,Miconazole,DR174,-6.35,1,5.02,C18H14Cl4N2O,413.99,18,1547,452.95,27.05,425.9,0,6,6,39,14,25,40.35,1,2,12,1.4,89.96,41,5856,136,17.65,3,2128,35,-0.25,-0.02,-0.23,-0.01,-0.01,0,-0.0000607,-0.35
175,Midazolam,DR175,-11.24,1,3.22,C18H13ClFN3,325.08,18,1035,376.64,30.18,346.46,0,4,1,36,13,23,34.21,2,2,12,1.55,87.31,39,3138,130,16.43,4,1786,43,-0.49,-0.03,-0.37,-0.03,-0.03,-0.01,-0.01,-0.62
176,Mifepristone,DR176,-13.23,1,3.79,C29H35NO2,429.27,29,2590,569.39,50.89,518.5,1,3,3,67,35,32,50.2,4,1,6,1.46,141.92,71,9882,270,29.21,5,4848,65,-0.41,-0.03,-0.26,-0.02,-0.03,-0.01,0,-0.46
177,Milrinone,DR177,-9.31,1,1.15,C12H9N3O,211.07,12,425,268.6,67.89,200.71,1,4,2,25,9,16,22.62,2,0,0,1.73,47.81,26,1162,82,11.43,2,717,24,-0.58,-0.04,-0.14,-0.03,-0.05,-0.02,-0.66,-0.78
178,Minoxidil,DR178,-9.94,1,0.22,C9H15N5O,209.13,9,358,278.03,75.49,202.54,3,5,1,30,15,15,21.13,2,0,0,1.8,43.44,31,955,108,13.36,2,620,22,-0.66,-0.05,-0.13,-0.04,-0.05,-0.03,-5.99,-1.1
179,Misoprostol,DR179,-5.92,1,3.57,C22H38O5,382.27,22,2331,564.29,83.83,480.46,2,5,14,65,38,27,42.63,1,0,0,2.22,91.61,65,11736,246,27.72,1,2401,34,-0.22,-0.02,-0.07,-0.01,-0.01,0,0,-0.27
180,Morphine,DR180,-12.75,1,0.76,C17H19NO3,285.14,17,712,340.19,63.28,276.91,2,4,0,40,19,21,30.74,4,1,6,1.59,82.19,44,1815,168,17.85,5,1790,49,-0.61,-0.04,-0.2,-0.04,-0.05,-0.02,-2.22,-0.75
181,NalidixicAcid,DR181,-11.71,1,0.8,C12H12N2O3,232.08,12,470,295.91,71.14,224.77,1,5,2,29,12,17,23.64,2,0,0,2.15,53.85,30,1238,100,12.98,2,860,29,-0.69,-0.05,-0.16,-0.04,-0.05,-0.02,-1.86,-0.98
182,Naloxone,DR182,-12.97,1,0.57,C19H21NO4,327.15,19,1047,392.25,80.35,311.9,2,5,2,45,21,24,34.64,4,1,6,1.4,99.43,49,2987,186,20.04,5,2485,58,-0.54,-0.04,-0.16,-0.03,-0.04,-0.01,-3.49,-0.68
183,Naltrexone,DR183,-13.01,1,0.7,C20H23NO4,341.16,20,1189,417.38,80.35,337.03,2,5,2,48,23,25,36,5,1,6,1.36,105.42,53,3548,210,21.19,6,2761,59,-0.52,-0.04,-0.16,-0.03,-0.04,-0.01,-2.6,-0.65
184,Naratriptan,DR184,-12.34,1,1.39,C17H25N3O2S,335.17,17,1266,453.7,71.9,381.8,2,4,4,48,25,23,38.72,1,2,9,1.47,80.3,50,4862,186,20.82,3,1881,34,-0.54,-0.04,-0.17,-0.03,-0.03,-0.01,-0.5,-0.73
185,Nefazodone,DR185,-11.27,1,1.88,C25H32ClN5O2,469.22,25,4032,626.62,76.23,550.39,0,6,10,65,32,33,50.92,2,2,12,1.09,126.91,68,23502,244,28.57,4,5553,48,-0.34,-0.02,-0.15,-0.02,-0.02,0,-0.15,-0.45
186,Nelfinavir,DR186,-11.87,1,6,C32H45N3O4S,567.31,32,5398,769.97,113.49,656.48,4,8,10,85,45,40,63.82,2,2,12,1.36,178.95,88,26175,324,37.14,4,7517,63,-0.3,-0.02,-0.1,-0.02,-0.02,0,-0.0000119,-0.37
187,Nicardipine,DR187,-9.85,1,3.4,C26H29N3O6,479.21,26,3884,614.55,112.01,502.54,1,9,11,64,29,35,50.55,1,2,12,1.62,147.45,66,18656,226,28.29,3,5288,57,-0.28,-0.02,-0.09,-0.02,-0.02,0,0,-0.38
188,Nicotine,DR188,-10.02,1,1.13,C10H14N2,162.12,10,191,237.23,26.48,210.75,0,2,1,26,14,12,19.58,2,0,0,1.74,31.02,27,441,98,11.36,2,291,14,-0.83,-0.06,-0.38,-0.04,-0.05,-0.05,-0.74,-1
189,Nifedipine,DR189,-8.63,1,1.84,C17H18N2O6,346.12,17,1280,425.46,98.42,327.04,1,8,6,43,18,25,33.98,1,1,6,2.25,96.41,44,3902,148,19,2,1898,45,-0.35,-0.02,-0.09,-0.02,-0.03,-0.01,-0.12,-0.51
190,Nimodipine,DR190,-6.92,1,2.53,C21H26N2O7,418.17,21,2290,537.42,107.65,429.77,1,9,10,56,26,30,42.03,1,1,6,2.26,121.31,57,8643,198,24.45,2,3193,49,-0.23,-0.02,-0.06,-0.01,-0.02,0,-0.02,-0.33
191,Nisoldipine,DR191,-7.77,1,2.92,C20H24N2O6,388.16,20,1814,498.62,98.42,400.2,1,8,8,52,24,28,39.47,1,1,6,2.23,111.98,53,6233,184,22.75,2,2558,48,-0.28,-0.02,-0.08,-0.02,-0.02,0,-0.01,-0.39
192,Nitrendipine,DR192,-6.93,1,2.26,C18H20N2O6,360.13,18,1491,449.29,98.42,350.87,1,8,7,46,20,26,35.81,1,1,6,2.34,100.29,47,4924,160,20.25,2,2202,45,-0.27,-0.02,-0.07,-0.02,-0.02,0,-0.04,-0.39
193,Norethindrone,DR193,-12.82,1,3.21,C20H26O2,298.19,20,941,388.99,37.3,351.69,1,2,1,48,26,22,34.14,4,0,0,1.58,82.7,51,2981,204,20.81,4,1925,46,-0.58,-0.04,-0.34,-0.03,-0.04,-0.01,-0.01,-0.64
194,Norfloxacin,DR194,-4.15,1,0.21,C16H18FN3O3,319.13,16,1116,397.91,71.84,326.07,2,7,3,41,18,23,31.66,2,1,6,1.68,84.25,43,3722,152,18.18,3,2048,41,-0.18,-0.01,-0.06,-0.01,-0.01,0,-2.56,-0.26
